nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,fecha_scraping
Proteína de Suero Cacao 65% Eco 400g,Orgánica,Proteinas Whey,26.35,0.4,65.88,Nutritienda,https://www.nutritienda.com/es/purasana/proteina-de-suero-cacao-65-eco-400g,2026-04-06
Iso HD 90 CFM Protein 500g,Amix Pro,Proteinas Whey,36.5,0.5,73.0,Nutritienda,https://www.nutritienda.com/es/amix-pro/iso-hd-90-cfm-protein-500g,2026-04-06
Isoprime CFM Isolate 500g,Amix Nutrition,Proteinas Whey,36.9,0.5,73.8,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/isoprime-cfm-isolate-500g,2026-04-06
AISLADO DE PROTEÍNA HIDROLIZADA CLEAR WHEY 500g,,Proteinas Whey,38.94,0.5,77.88,HSN,https://www.hsnstore.com/marcas/raw-series/aislado-de-proteina-hidrolizada-clear-whey,2026-04-06
Myvegan Vegan Protein Blend (Sample) 30g,,Proteinas Whey,2.49,0.03,83.0,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/myvegan-vegan-protein-blend-sample/11332873/,2026-04-06
2 x Sachet 100% Whey Prime 25g,,Proteinas Whey,2.5,0.025,100.0,Prozis,https://www.prozis.com/es/es/prozis/2-x-sachet-100-whey-prime-25g,2026-04-06
3 x Sachet 100 % Real Whey Protein 30 g,,Proteinas Whey,3.75,0.03,125.0,Prozis,https://www.prozis.com/es/es/prozis/3-x-sachet-100-real-whey-protein-30-g,2026-04-06
KETO WHEY PROTEIN 500g,,Proteinas Whey,65.0,0.5,130.0,HSN,https://www.hsnstore.com/marcas/keto-series/keto-whey-protein,2026-04-06
CREMA DE ARROZ PROTEICA 50g,,Proteinas Whey,8.49,0.05,169.8,HSN,https://www.hsnstore.com/marcas/food-series/crema-de-arroz-proteica,2026-04-06
EVOBASIC WHEY 30g,,Proteinas Whey,10.34,0.03,344.67,HSN,https://www.hsnstore.com/marcas/sport-series/evobasic-whey,2026-04-06
EVOWHEY PROTEIN 30g,,Proteinas Whey,11.76,0.03,392.0,HSN,https://www.hsnstore.com/marcas/sport-series/evowhey-protein,2026-04-06
CAFÉ PROTEICO #CaféFitConQ 35g,,Proteinas Whey,17.09,0.035,488.29,HSN,https://www.hsnstore.com/marcas/food-series/cafe-proteico-cafefitconq,2026-04-06
CAFÉ PROTEICO SIN EDULCORANTES #CaféFitConQ 35g,,Proteinas Whey,17.09,0.035,488.29,HSN,https://www.hsnstore.com/marcas/food-series/cafe-proteico-sin-edulcorantes-cafefitconq,2026-04-06
EVOCLEAR HYDRO 25g,,Proteinas Whey,22.03,0.025,881.2,HSN,https://www.hsnstore.com/marcas/sport-series/evoclear-hydro,2026-04-06
BAREBELLS MILKSHAKE BATIDO PROTEICO 8 Batidos de 330ml,¡Sin lactosa!,Proteinas Whey,19.95,,,Nutritienda,https://www.nutritienda.com/es/barebells/milkshake-batido-proteico-sin-lactosa-8-unidades-de-330ml,2026-04-06
Clear Whey Protein y Colágeno,,Proteinas Whey,27.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-protein-y-colageno/17263290/,2026-04-06
Impact Whey Protein,,Proteinas Whey,31.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-protein/10530943/,2026-04-06
Clear Whey Isolate,,Proteinas Whey,53.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-isolate/12081395/,2026-04-06
Impact Whey Isolate,,Proteinas Whey,27.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-isolate/10530911/,2026-04-06
Impact Whey Protein + Colágeno,,Proteinas Whey,15.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-protein-colageno/17725536/,2026-04-06
Crema de arroz,,Proteinas Whey,11.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/crema-de-arroz/13337581/,2026-04-06
Essential Whey Protein,,Proteinas Whey,12.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/essential-whey-protein/11052699/,2026-04-06
Proteína de Colágeno,,Proteinas Whey,31.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/proteina-de-colageno/11067704/,2026-04-06
Mezcla de Proteína Vegana,,Proteinas Whey,13.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/mezcla-de-proteina-vegana/11776868/,2026-04-06
Aislado de Proteína de Soja,,Proteinas Whey,11.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-soja/10529701/,2026-04-06
Mezcla Sustitutiva de Comidas Proteica,,Proteinas Whey,15.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/mezcla-sustitutiva-de-comidas-proteica/11324199/,2026-04-06
Mezcla Ganador de Peso,,Proteinas Whey,17.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/mezcla-ganador-de-peso/10529988/,2026-04-06
Clear Vegan Protein,,Proteinas Whey,24.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-vegan-protein/12360400/,2026-04-06
Aislado de Proteína de Guisante,,Proteinas Whey,9.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-guisante/10530136/,2026-04-06
Impact Diet Whey,,Proteinas Whey,14.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-diet-whey/10530657/,2026-04-06
Smoothie para el desayuno,,Proteinas Whey,26.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/smoothie-para-el-desayuno/13251950/,2026-04-06
Myprotein Clear Whey Isolate (Sample),,Proteinas Whey,1.59,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/myprotein-clear-whey-isolate-sample/12081401/,2026-04-06
Clear Collagen Powder Tub,,Proteinas Whey,31.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-collagen-powder-tub/12865492/,2026-04-06
Clear Whey Splash,,Proteinas Whey,25.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-splash/16111658/,2026-04-06
Origin Protein (con Creatina),,Proteinas Whey,38.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-protein-con-creatina/15245849/,2026-04-06
Caseína de Liberación Lenta,,Proteinas Whey,34.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/caseina-de-liberacion-lenta/10798909/,2026-04-06
Origin Mass Gainer,,Proteinas Whey,34.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-mass-gainer/15607337/,2026-04-06
Supermezcla de Clear Protein,,Proteinas Whey,28.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/supermezcla-de-clear-protein/14843629/,2026-04-06
Supermezcla de proteína vegetal,,Proteinas Whey,12.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/supermezcla-de-proteina-vegetal/13972449/,2026-04-06
Impact Whey Protein Elite,,Proteinas Whey,32.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-protein-elite/11243021/,2026-04-06
Batidos Essential,,Proteinas Whey,10.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/batidos-essential/16670299/,2026-04-06
Clear Whey Electrolyte,,Proteinas Whey,25.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-electrolyte/12869895/,2026-04-06
THE Whey,,Proteinas Whey,30.49,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/the-whey/11353515/,2026-04-06
Advanced Weight Gainer,,Proteinas Whey,49.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/advanced-weight-gainer/10615587/,2026-04-06
Colágeno Marino,,Proteinas Whey,49.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/colageno-marino/12376959/,2026-04-06
Proteína de Suero Hidrolizada,,Proteinas Whey,43.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/proteina-de-suero-hidrolizada/10529805/,2026-04-06
Clear Whey Gainer,,Proteinas Whey,54.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-gainer/13096868/,2026-04-06
Total Protein,,Proteinas Whey,44.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/total-protein/10529951/,2026-04-06
Clear Whey x Chupa Chups® sabor fresa,,Proteinas Whey,34.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-x-chupa-chups-sabor-fresa/14866280/,2026-04-06
Clara de huevo en polvo,,Proteinas Whey,36.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clara-de-huevo-en-polvo/10529687/,2026-04-06
Myvegan Plant Protein Superblend (Sample),,Proteinas Whey,2.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/myvegan-plant-protein-superblend-sample/13972456/,2026-04-06
Aislado de Proteína de Soja (Muestra),,Proteinas Whey,2.49,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-soja-muestra/11332868/,2026-04-06
Clear All-In-One,,Proteinas Whey,29.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-all-in-one/13324944/,2026-04-06
Origin Protein – Iron Man – Tarta Red Velvet | MARVEL,,Proteinas Whey,63.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-protein-iron-man-tarta-red-velvet-marvel/16003857/,2026-04-06
