nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,fecha_scraping
C4 Whey Protein 770g,Proteína Premium,Proteinas Whey,40.85,0.77,53.05,Nutritienda,https://www.nutritienda.com/es/cellucor/c4-whey-protein-770g,2026-04-12
100% Whey Hydro Isolate Clear 700g,,Proteinas Whey,37.79,0.7,53.99,Prozis,https://www.prozis.com/es/es/prozis/100-whey-hydro-isolate-clear-700g,2026-04-12
Proteína de Suero Sabor Vainilla 400g,Whey Premium,Proteinas Whey,22.38,0.4,55.95,Nutritienda,https://www.nutritienda.com/es/purasana/proteina-de-suero-sabor-vainilla-400g,2026-04-12
NATURAL PROTEÍNA WHEY CHOCOLATE 350g,Natural Athlete,Proteinas Whey,20.6,0.35,58.86,Nutritienda,https://www.nutritienda.com/es/natural-athlete/natural-proteina-whey-chocolate-350g,2026-04-12
ZEROPRO PROTEIN 1Kg,Aislado de suero,Proteinas Whey,59.85,1.0,59.85,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/zeropro-protein-1000g,2026-04-12
Clear Iso Whey 1 Kg,Amix Nutrition,Proteinas Whey,69.5,1.0,69.5,Nutritienda,https://www.nutritienda.com/es/amix-nutrition/clear-iso-whey-1-kg,2026-04-12
AISLADO DE PROTEÍNA HIDROLIZADA CLEAR WHEY 500g,,Proteinas Whey,38.94,0.5,77.88,HSN,https://www.hsnstore.com/marcas/raw-series/aislado-de-proteina-hidrolizada-clear-whey,2026-04-12
Myvegan Vegan Protein Blend (Sample) 30g,,Proteinas Whey,2.49,0.03,83.0,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/myvegan-vegan-protein-blend-sample/11332873/,2026-04-12
Aislado de Proteína de Soja (Muestra) 30g,,Proteinas Whey,2.49,0.03,83.0,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-soja-muestra/11332868/,2026-04-12
2 x Sachet 100% Whey Prime 25g,,Proteinas Whey,2.5,0.025,100.0,Prozis,https://www.prozis.com/es/es/prozis/2-x-sachet-100-whey-prime-25g,2026-04-12
3 x Sachet 100 % Real Whey Protein 30 g,,Proteinas Whey,3.75,0.03,125.0,Prozis,https://www.prozis.com/es/es/prozis/3-x-sachet-100-real-whey-protein-30-g,2026-04-12
KETO WHEY PROTEIN 500g,,Proteinas Whey,65.0,0.5,130.0,HSN,https://www.hsnstore.com/marcas/keto-series/keto-whey-protein,2026-04-12
CREMA DE ARROZ PROTEICA 50g,,Proteinas Whey,8.49,0.05,169.8,HSN,https://www.hsnstore.com/marcas/food-series/crema-de-arroz-proteica,2026-04-12
EVOBASIC WHEY 30g,,Proteinas Whey,10.34,0.03,344.67,HSN,https://www.hsnstore.com/marcas/sport-series/evobasic-whey,2026-04-12
EVOWHEY PROTEIN 30g,,Proteinas Whey,11.76,0.03,392.0,HSN,https://www.hsnstore.com/marcas/sport-series/evowhey-protein,2026-04-12
CAFÉ PROTEICO #CaféFitConQ 35g,,Proteinas Whey,17.09,0.035,488.29,HSN,https://www.hsnstore.com/marcas/food-series/cafe-proteico-cafefitconq,2026-04-12
CAFÉ PROTEICO SIN EDULCORANTES #CaféFitConQ 35g,,Proteinas Whey,17.09,0.035,488.29,HSN,https://www.hsnstore.com/marcas/food-series/cafe-proteico-sin-edulcorantes-cafefitconq,2026-04-12
EVOCLEAR HYDRO 25g,,Proteinas Whey,22.03,0.025,881.2,HSN,https://www.hsnstore.com/marcas/sport-series/evoclear-hydro,2026-04-12
Impact Whey Protein,,Proteinas Whey,31.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-protein/10530943/,2026-04-12
Clear Whey Isolate,,Proteinas Whey,53.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-isolate/12081395/,2026-04-12
Impact Whey Protein + Colágeno,,Proteinas Whey,15.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-protein-colageno/17725536/,2026-04-12
Impact Whey Isolate,,Proteinas Whey,27.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-isolate/10530911/,2026-04-12
Essential Whey Protein,,Proteinas Whey,12.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/essential-whey-protein/11052699/,2026-04-12
Proteína de Colágeno,,Proteinas Whey,31.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/proteina-de-colageno/11067704/,2026-04-12
Crema de arroz,,Proteinas Whey,11.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/crema-de-arroz/13337581/,2026-04-12
Mezcla de Proteína Vegana,,Proteinas Whey,13.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/mezcla-de-proteina-vegana/11776868/,2026-04-12
Aislado de Proteína de Soja,,Proteinas Whey,11.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-soja/10529701/,2026-04-12
Mezcla Sustitutiva de Comidas Proteica,,Proteinas Whey,15.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/mezcla-sustitutiva-de-comidas-proteica/11324199/,2026-04-12
Aislado de Proteína de Guisante,,Proteinas Whey,9.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/aislado-de-proteina-de-guisante/10530136/,2026-04-12
Mezcla Ganador de Peso,,Proteinas Whey,17.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/mezcla-ganador-de-peso/10529988/,2026-04-12
Clear Vegan Protein,,Proteinas Whey,24.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-vegan-protein/12360400/,2026-04-12
Smoothie para el desayuno,,Proteinas Whey,26.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/smoothie-para-el-desayuno/13251950/,2026-04-12
Impact Diet Whey,,Proteinas Whey,14.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-diet-whey/10530657/,2026-04-12
Clear Collagen Powder Tub,,Proteinas Whey,31.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-collagen-powder-tub/12865492/,2026-04-12
Myprotein Clear Whey Isolate (Sample),,Proteinas Whey,1.59,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/myprotein-clear-whey-isolate-sample/12081401/,2026-04-12
Clear Whey Splash,,Proteinas Whey,25.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-splash/16111658/,2026-04-12
Origin Protein (con Creatina),,Proteinas Whey,38.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-protein-con-creatina/15245849/,2026-04-12
Origin Mass Gainer,,Proteinas Whey,34.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-mass-gainer/15607337/,2026-04-12
Caseína de Liberación Lenta,,Proteinas Whey,34.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/caseina-de-liberacion-lenta/10798909/,2026-04-12
Supermezcla de Clear Protein,,Proteinas Whey,28.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/supermezcla-de-clear-protein/14843629/,2026-04-12
Batidos Essential,,Proteinas Whey,10.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/batidos-essential/16670299/,2026-04-12
Supermezcla de proteína vegetal,,Proteinas Whey,12.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/supermezcla-de-proteina-vegetal/13972449/,2026-04-12
Clear Whey Electrolyte,,Proteinas Whey,25.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-electrolyte/12869895/,2026-04-12
Impact Whey Protein Elite,,Proteinas Whey,32.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/impact-whey-protein-elite/11243021/,2026-04-12
THE Whey,,Proteinas Whey,30.49,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/the-whey/11353515/,2026-04-12
Proteína de Suero Hidrolizada,,Proteinas Whey,43.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/proteina-de-suero-hidrolizada/10529805/,2026-04-12
Colágeno Marino,,Proteinas Whey,38.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/colageno-marino/12376959/,2026-04-12
Advanced Weight Gainer,,Proteinas Whey,49.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/advanced-weight-gainer/10615587/,2026-04-12
Clear Whey Gainer,,Proteinas Whey,54.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-gainer/13096868/,2026-04-12
Total Protein,,Proteinas Whey,44.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/total-protein/10529951/,2026-04-12
Clear Whey x Chupa Chups® sabor fresa,,Proteinas Whey,34.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-whey-x-chupa-chups-sabor-fresa/14866280/,2026-04-12
Clara de huevo en polvo,,Proteinas Whey,36.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clara-de-huevo-en-polvo/10529687/,2026-04-12
Myvegan Plant Protein Superblend (Sample),,Proteinas Whey,2.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/myvegan-plant-protein-superblend-sample/13972456/,2026-04-12
Clear All-In-One,,Proteinas Whey,29.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/clear-all-in-one/13324944/,2026-04-12
Origin Protein – Iron Man – Tarta Red Velvet | MARVEL,,Proteinas Whey,63.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/origin-protein-iron-man-tarta-red-velvet-marvel/16003857/,2026-04-12
